timestamp,value
1643399760000,98.0
1643415900000,98.0
1643465520000,98.0
1643502420000,98.0
1643538240000,97.0
1643571300000,98.0
1643587980000,97.0
1643614260000,97.0
1643654820000,98.0
1643674080000,99.0
1643700780000,99.0
1643718900000,98.0
1643731800000,97.0
1643760540000,98.0
1643787900000,98.0
1643812920000,97.0
1643832780000,99.0
1643847000000,98.0
1643881020000,99.0
1643906280000,97.0
1643934060000,94.0
1643964600000,99.0
1643988480000,98.0
1644009180000,97.0
1644020460000,98.0
1644059220000,98.0
1644075360000,99.0
1644090000000,98.0
1644107880000,99.0
1644135000000,99.0
1644161520000,95.0
1644181740000,96.0
1644192360000,98.0
1644193620000,100.0
1644219060000,97.0
1644225060000,98.0
1644273000000,98.0
1644275400000,94.0
1644279840000,95.0
1644283740000,97.0
1644317880000,98.0
1644323460000,99.0
1644329160000,95.0
1644343080000,98.0
1644349200000,98.0
1644369000000,98.0
1644402900000,98.0
1644414060000,98.0
1644417660000,99.0
1644435120000,99.0
1644452400000,97.0
1644484980000,100.0
1644493560000,98.0
1644512820000,95.0
1644523200000,97.0
1644537660000,98.0
1644564360000,99.0
1644586320000,99.0
1644595440000,98.0
1644614700000,98.0
1644626220000,100.0
1644628380000,97.0
1644634920000,96.0
1644639840000,96.0
1644670380000,99.0
1644697020000,96.0
1644711180000,97.0
1644758580000,97.0
1644779340000,99.0
1644788100000,99.0
1644802380000,98.0
1644823860000,98.0
1644832440000,98.0
1644853320000,98.0
1644859920000,74.0
1644871080000,96.0
1644887040000,98.0
1644887640000,99.0
1644924600000,96.0
1644935820000,99.0
1644970020000,98.0
1644973800000,95.0
1644981060000,100.0
1645006500000,99.0
1645010760000,97.0
1645014000000,97.0
1645015200000,94.0
1645040640000,98.0
1645055280000,98.0
1645058580000,97.0
1645083540000,98.0
1645108200000,99.0
1645111800000,97.0
1645140900000,97.0
1645143300000,99.0
1645168020000,95.0
1645172820000,99.0
1645187820000,99.0
1645207260000,99.0
1645229460000,99.0
1645236000000,99.0
1645284540000,98.0
1645318020000,99.0
1645336200000,97.0
1645360140000,99.0
1645368060000,97.0
1645403700000,96.0
1645488960000,99.0
1645494480000,100.0
1645497180000,97.0
1645504020000,98.0
1645515120000,99.0
1645528860000,98.0
1645566120000,97.0
1645576080000,98.0
1645581120000,95.0
1645617960000,100.0
1645634400000,97.0
1645652040000,98.0
1645663920000,99.0
1645667100000,99.0
1645713660000,98.0
1645734360000,98.0
1645743060000,99.0
1645748340000,98.0
1645793160000,97.0
1645835760000,97.0
1645838760000,99.0
1645840740000,100.0
1645847280000,100.0
1645852920000,97.0
1645860120000,98.0
1645881000000,98.0
1645896420000,97.0
1645914840000,98.0
1645920120000,96.0
1645922700000,98.0
1645926960000,99.0
1645997520000,96.0
1645999980000,97.0
1646008020000,98.0
1646034720000,99.0
1646049720000,98.0
1646066400000,96.0
1646091360000,99.0
1646092560000,99.0
1646094420000,99.0
1646142720000,96.0
1646162520000,98.0
1646179140000,92.0
1646180340000,97.0
1646209140000,98.0
1646229240000,97.0
1646241660000,98.0
1646268120000,96.0
1646292720000,100.0
1646323560000,97.0
1646329800000,95.0
1646352120000,98.0
1646391180000,99.0
1646397240000,97.0
1646415900000,97.0
1646440560000,100.0
1646445840000,98.0
1646493780000,90.0
1646525700000,96.0
1646544660000,97.0
1646573400000,97.0
1646574000000,96.0
1646582640000,97.0
1646611740000,98.0
1646672040000,98.0
1646700300000,98.0
1646753880000,99.0
1646763720000,99.0
1646784120000,97.0
1646822340000,97.0
1646834700000,95.0
1646847000000,100.0
1646868120000,95.0
1646875020000,96.0
1646876880000,99.0
1646905020000,96.0
1646919060000,99.0
1646931720000,98.0
1646939520000,94.0
1646947680000,99.0
1646958780000,99.0
1646959440000,96.0
1646987400000,94.0
1646998800000,97.0
1647022740000,96.0
1647044460000,90.0
1647077700000,97.0
1647086340000,98.0
1647095280000,97.0
1647117900000,97.0
1647129360000,98.0
1647134580000,97.0
1647165240000,98.0
1647172200000,98.0
1647182160000,98.0
1647188280000,99.0
1647195780000,98.0
1647202020000,97.0
1647217800000,97.0
1647255960000,98.0
1647268560000,99.0
1647277680000,98.0
1647302640000,95.0
1647474600000,97.0
1647478680000,98.0
1647491820000,98.0
1647561960000,96.0
1647649500000,88.0
1647737880000,97.0
1647822360000,98.0
1647829260000,95.0
1647907560000,98.0
1647994140000,99.0
1648080480000,97.0
1648129620000,97.0
1648141080000,99.0
1648153260000,98.0
1648156980000,98.0
1648167360000,97.0
1648193460000,99.0
1648204140000,97.0
1648220340000,96.0
1648252920000,99.0
1648284360000,94.0
1648286820000,98.0
1648290540000,99.0
1648302120000,97.0
1648308600000,96.0
1648325760000,93.0
1648340100000,96.0
1648371000000,97.0
1648410360000,98.0
1648423020000,99.0
1648456440000,98.0
1648465260000,99.0
1648470420000,97.0
1648513020000,99.0
1648545780000,99.0
1648561140000,97.0
1648563000000,97.0
1648568280000,96.0
1648573740000,98.0
1648583100000,96.0
1648593180000,95.0
1648598280000,97.0
1648628100000,80.0
1648631280000,100.0
1648641180000,99.0
1648654080000,92.0
1648659780000,96.0
1648670100000,97.0
1648681380000,96.0
1648727160000,99.0
1648739100000,98.0
1648739760000,96.0
1648748880000,99.0
1648755000000,97.0
1648768500000,98.0
1648769100000,97.0
1648795500000,100.0
1648809720000,98.0
1648819740000,97.0
1648825380000,98.0
1648830960000,99.0
1648839840000,98.0
1648844100000,97.0
1648854300000,98.0
1648886100000,98.0
1648891680000,99.0
1648895880000,98.0
1648912380000,98.0
1648941540000,99.0
1648982160000,99.0
1648998180000,96.0
1649011920000,95.0
1649029080000,98.0
1649056620000,98.0
1649065440000,99.0
1649080980000,98.0
1649087880000,97.0
1649092560000,96.0
1649099940000,98.0
1649114880000,99.0
1649142420000,97.0
1649149980000,99.0
1649162400000,97.0
1649171880000,98.0
1649185680000,93.0
1649201340000,97.0
1649235000000,92.0
1649258400000,97.0
1649265060000,98.0
1649272980000,98.0
1649273580000,98.0
1649286300000,96.0
1649315820000,97.0
1649330940000,99.0
1649339280000,99.0
1649346720000,97.0
1649355360000,98.0
1649366220000,99.0
1649372940000,99.0
1649391180000,98.0
1649417940000,95.0
1649422920000,95.0
1649435460000,99.0
1649448840000,99.0
1649459100000,98.0
1649506560000,97.0
1649510160000,94.0
1649527200000,96.0
1649545200000,99.0
1649582040000,100.0
1649590200000,97.0
1649603520000,97.0
1649609820000,98.0
1649616180000,99.0
1649631900000,99.0
1649661900000,97.0
1649666340000,98.0
1649680620000,99.0
1649692620000,96.0
1649704080000,100.0
1649718540000,99.0
1649758680000,98.0
1649775300000,97.0
1649779800000,98.0
1649787180000,97.0
1649805300000,97.0
1649812080000,98.0
1649837640000,99.0
1649841000000,99.0
1649881200000,97.0
1649891580000,98.0
1649924760000,97.0
1649932440000,90.0
1649945640000,98.0
1649946240000,98.0
1649959200000,97.0
1649979000000,97.0
1649984820000,97.0
1650018720000,99.0
1650026100000,98.0
1650032880000,97.0
1650037860000,98.0
1650048180000,96.0
1650065160000,95.0
1650068880000,98.0
1650101520000,99.0
1650111960000,97.0
1650150120000,100.0
1650179760000,99.0
1650192780000,97.0
1650206040000,97.0
1650214080000,97.0
1650215940000,98.0
1650237840000,98.0
1650266820000,98.0
1650292920000,99.0
1650306780000,99.0
1650323100000,97.0
1650331320000,97.0
1650349620000,99.0
1650368520000,97.0
1650401520000,96.0
1650409320000,98.0
1650440100000,98.0
1650446700000,98.0
1650453840000,99.0
1650468480000,96.0
1650485640000,99.0
1650495840000,98.0
1650498720000,98.0
1650523860000,97.0
1650536880000,92.0
1650543660000,96.0
1650551520000,96.0
1650576000000,98.0
1650584640000,99.0
1650616200000,99.0
1650625020000,99.0
1650632760000,97.0
1650658020000,98.0
1650668940000,95.0
1650675540000,95.0
1650686820000,98.0
1650706440000,98.0
1650725520000,97.0
1650726780000,97.0
1650754980000,95.0
1650776400000,96.0
1650828960000,98.0
1650842460000,81.0
1650883560000,94.0
1650893520000,97.0
1650920280000,97.0
1650928560000,98.0
1650965520000,99.0
1650981000000,98.0
1650985620000,95.0
1650995280000,95.0
1651009620000,98.0
1651014240000,98.0
1651049040000,97.0
1651060080000,97.0
1651076460000,95.0
1651089060000,97.0
1651100220000,97.0
1651100820000,99.0
1651140720000,99.0
1651150380000,98.0
1651154040000,97.0
1651160220000,95.0
1651167600000,98.0
1651176960000,97.0
1651187400000,99.0
1651216620000,99.0
1651234500000,99.0
1651254660000,95.0
1651275600000,98.0
1651303380000,95.0
1651320480000,98.0
1651342740000,98.0
1651348260000,98.0
1651364340000,99.0
1651388820000,99.0
1651409820000,99.0
1651429080000,97.0
1651440120000,97.0
1651446720000,97.0
1651449960000,99.0
1651478940000,95.0
1651488900000,95.0
1651499340000,95.0
1651520280000,97.0
1651535940000,97.0
1651563360000,98.0
1651584180000,95.0
1651605540000,99.0
1651621200000,98.0
1651654980000,97.0
1651675860000,98.0
1651677120000,98.0
1651692060000,96.0
1651695360000,99.0
1651705860000,99.0
1651734600000,99.0
1651747620000,97.0
1651761300000,97.0
1651769940000,97.0
1651792860000,99.0
1651829040000,97.0
1651840500000,98.0
1651858560000,99.0
1651878180000,99.0
1651911420000,96.0
1651929120000,99.0
1651939380000,99.0
1651954020000,98.0
1651972680000,97.0
1651984620000,98.0
1651998240000,97.0
1652001780000,96.0
1652010180000,98.0
1652013000000,99.0
1652029200000,96.0
1652051880000,97.0
1652101080000,97.0
1652102880000,97.0
1652119440000,96.0
1652124960000,94.0
1652136660000,98.0
1652137200000,100.0
1652137920000,99.0
1652220600000,95.0
1652225940000,97.0
1652262120000,98.0
1652283180000,98.0
1652289360000,98.0
1652294280000,95.0
1652302800000,98.0
1652304660000,97.0
1652310120000,95.0
1652314260000,95.0
1652319180000,99.0
1652325120000,97.0
1652331780000,98.0
1652367060000,99.0
1652381160000,98.0
1652388360000,97.0
1652397420000,100.0
1652418180000,77.0
1652449200000,98.0
1652455440000,97.0
1652462160000,98.0
1652467560000,95.0
1652478120000,96.0
1652485980000,99.0
1652490600000,96.0
1652503020000,96.0
1652529960000,98.0
1652546160000,99.0
1652571300000,98.0
1652588280000,95.0
1652618040000,95.0
1652621400000,98.0
1652625240000,97.0
1652638020000,95.0
1652639220000,99.0
1652655780000,100.0
1652686860000,98.0
1652696760000,100.0
1652706240000,99.0
1652723340000,96.0
1652726940000,97.0
1652738100000,98.0
1652743500000,96.0
1652790720000,96.0
1652795700000,96.0
1652803800000,99.0
1652811240000,98.0
1652829780000,86.0
1652865000000,99.0
1652876220000,98.0
1652888520000,97.0
1652912220000,94.0
1652917560000,96.0
1652920560000,100.0
1652924220000,96.0
1652931420000,96.0
1652938740000,98.0
1652944200000,100.0
1652969100000,93.0
1652978280000,93.0
1652990460000,96.0
1653001560000,97.0
1653062940000,99.0
1653065700000,98.0
1653093120000,95.0
1653127260000,99.0
1653144840000,95.0
1653162540000,97.0
1653178320000,97.0
1653223500000,96.0
1653248220000,98.0
1653260700000,98.0
1653300000000,98.0
1653306780000,98.0
1653319380000,98.0
1653322980000,94.0
1653339000000,98.0
1653349980000,97.0
1653382560000,96.0
1653400380000,96.0
1653404580000,98.0
1653408180000,98.0
1653433560000,96.0
1653440580000,99.0
1653469740000,79.0
1653511980000,95.0
1653520560000,99.0
1653555120000,97.0
1653578280000,96.0
1653579480000,97.0
1653607080000,99.0
1653610800000,97.0
1653653940000,98.0
1653658380000,97.0
1653664980000,95.0
1653678420000,97.0
1653689400000,97.0
1653693960000,98.0
1653713460000,96.0
1653732960000,99.0
1653758940000,96.0
1653773580000,97.0
1653779040000,98.0
1653828300000,99.0
1653839400000,99.0
1653865620000,98.0
1653886980000,99.0
1653910740000,97.0
1653929340000,98.0
1653952080000,98.0
1653985020000,97.0
1653992040000,98.0
1654002480000,94.0
1654019160000,80.0
1654038180000,99.0
1654041480000,98.0
1654067340000,97.0
1654092420000,97.0
1654094820000,97.0
1654100820000,99.0
1654123560000,96.0
1654124760000,98.0
1654128660000,100.0
1654149420000,98.0
1654176060000,98.0
1654187100000,95.0
1654190640000,99.0
1654192680000,97.0
1654197480000,96.0
1654211160000,97.0
1654242480000,94.0
1654249020000,99.0
1654271700000,98.0
1654283280000,98.0
1654328460000,98.0
1654335720000,97.0
1654351920000,98.0
1654363440000,98.0
1654389420000,95.0
1654428360000,97.0
1654438620000,97.0
1654454460000,98.0
1654476120000,97.0
1654501680000,97.0
1654519680000,97.0
1654522080000,95.0
1654526580000,94.0
1654538820000,97.0
1654557180000,96.0
1654590240000,95.0
1654594440000,97.0
1654600620000,97.0
1654604940000,99.0
1654610940000,99.0
1654621740000,97.0
1654626600000,98.0
1654633560000,100.0
1654643040000,98.0
1654681620000,97.0
1654683420000,98.0
1654708440000,98.0
1654728840000,96.0
1654729440000,97.0
1654762140000,99.0
1654779900000,98.0
1654800360000,98.0
1654816020000,93.0
1654849740000,97.0
1654852740000,99.0
1654857120000,98.0
1654860060000,100.0
1654864440000,96.0
1654867200000,99.0
1654871340000,99.0
1654884960000,99.0
1654896960000,96.0
1654902000000,91.0
1654993080000,97.0
1655010900000,99.0
1655021700000,98.0
1655043300000,95.0
1655048640000,95.0
1655052300000,77.0
1655062080000,98.0
1655075280000,98.0
1655081400000,98.0
1655109960000,99.0
1655121240000,98.0
1655124900000,97.0
1655129580000,98.0
1655143980000,97.0
1655148180000,98.0
1655162400000,98.0
1655179140000,99.0
1655200980000,98.0
1655213160000,100.0
1655239080000,94.0
1655248920000,98.0
1655276880000,96.0
1655287620000,95.0
1655290800000,95.0
1655296440000,98.0
1655298360000,98.0
1655301420000,96.0
1655306220000,97.0
1655308680000,97.0
1655314260000,96.0
1655319300000,97.0
1655325780000,99.0
1655338560000,96.0
1655365140000,96.0
1655372400000,99.0
1655375400000,99.0
1655382780000,100.0
1655393880000,99.0
1655404800000,98.0
1655415240000,97.0
1655423580000,98.0
1655457240000,97.0
1655472180000,98.0
1655473380000,97.0
1655490660000,98.0
1655506860000,96.0
1655553480000,98.0
1655563800000,98.0
1655564460000,99.0
1655567880000,96.0
1655571300000,97.0
1655582340000,99.0
1655584260000,100.0
1655595480000,97.0
1655623980000,96.0
1655645100000,98.0
1655650740000,98.0
1655655000000,96.0
1655663100000,97.0
1655671620000,97.0
1655680260000,98.0
1655683560000,97.0
1655712480000,99.0
1655726640000,98.0
1655738940000,98.0
1655742660000,98.0
1655749800000,99.0
1655753460000,99.0
1655766960000,98.0
1655797980000,99.0
1655807280000,96.0
1655816460000,97.0
1655818020000,98.0
1655823540000,95.0
1655825940000,98.0
1655842020000,97.0
1655852880000,97.0
1655894100000,99.0
1655908140000,97.0
1655923500000,97.0
1655929560000,96.0
1655946060000,98.0
1655974980000,97.0
1655980260000,98.0
1655986020000,100.0
1655988540000,98.0
1655995740000,98.0
1656006780000,96.0
1656025440000,98.0
1656055140000,98.0
1656087180000,97.0
1656089040000,99.0
1656092100000,97.0
1656098880000,98.0
1656111780000,98.0
1656181560000,95.0
1656199440000,98.0
1656235380000,98.0
1656256380000,99.0
1656285120000,96.0
1656323640000,97.0
1656328620000,99.0
1656332220000,98.0
1656337800000,99.0
1656345780000,96.0
1656352380000,94.0
1656358380000,97.0
1656370800000,98.0
1656402780000,99.0
1656423300000,98.0
1656428100000,98.0
1656432300000,96.0
1656448740000,99.0
1656457920000,97.0
1656506520000,99.0
1656510960000,97.0
1656522780000,98.0
1656525840000,97.0
1656532620000,96.0
1656544140000,97.0
1656590760000,97.0
1656603720000,98.0
1656606840000,96.0
1656613560000,96.0
1656619560000,99.0
1656630180000,99.0
1656683940000,99.0
1656685500000,95.0
1656694140000,99.0
1656716520000,98.0
1656803700000,100.0
1656849960000,99.0
1656889800000,75.0
1656940560000,99.0
1656977040000,98.0
1657063080000,97.0
1657149900000,98.0
1657207260000,98.0
1657235340000,100.0
1657322280000,98.0
1657387320000,99.0
1657409520000,97.0
1657418040000,97.0
1657422060000,99.0
1657429560000,97.0
1657433160000,98.0
1657490760000,96.0
1657495560000,97.0
1657499880000,100.0
1657504620000,100.0
1657514100000,98.0
1657522020000,99.0
1657527540000,96.0
1657544640000,98.0
1657575360000,99.0
1657577820000,92.0
1657581180000,92.0
1657581780000,98.0
1657583400000,97.0
1657591860000,99.0
1657596660000,97.0
1657605540000,100.0
1657613520000,97.0
1657617120000,79.0
1657642680000,99.0
1657651320000,95.0
1657654020000,98.0
1657664700000,98.0
1657667820000,98.0
1657669020000,98.0
1657676820000,99.0
1657681380000,97.0
1657690200000,95.0
1657695420000,95.0
1657701540000,82.0
1657706940000,97.0
1657714200000,97.0
1657726740000,98.0
1657728720000,99.0
1657733580000,97.0
1657741320000,99.0
1657750860000,99.0
1657757520000,98.0
1657759800000,99.0
1657763580000,100.0
1657768200000,99.0
1657781160000,98.0
1657789680000,98.0
1657792740000,99.0
1657805040000,100.0
1657818120000,94.0
1657821960000,98.0
1657833780000,99.0
1657837920000,98.0
1657844160000,98.0
1657844940000,97.0
1657853940000,96.0
1657858800000,100.0
1657869120000,100.0
1657880520000,93.0
1657907100000,95.0
1657913100000,96.0
1657920660000,95.0
1657928580000,98.0
1657934100000,98.0
1657962840000,95.0
1657973280000,99.0
1657984380000,98.0
1658004420000,96.0
1658012580000,98.0
1658049480000,97.0
1658065920000,99.0
1658078820000,96.0
1658085840000,98.0
1658099100000,99.0
1658131740000,98.0
1658142540000,97.0
1658149740000,98.0
1658158920000,97.0
1658167740000,98.0
1658172060000,97.0
1658191440000,97.0
1658203560000,96.0
1658241900000,97.0
1658253000000,96.0
1658272800000,97.0
1658278500000,96.0
1658304600000,99.0
1658321580000,96.0
1658335440000,98.0
1658350380000,96.0
1658366280000,93.0
1658404500000,98.0
1658416440000,95.0
1658423460000,98.0
1658434440000,99.0
1658445120000,95.0
1658482320000,96.0
1658492400000,97.0
1658496240000,99.0
1658499600000,99.0
1658507580000,98.0
1658517060000,96.0
1658520600000,96.0
1658531340000,98.0
1658536560000,97.0
1658549880000,98.0
1658590860000,97.0
1658599980000,95.0
1658609340000,97.0
1658619600000,98.0
1658652720000,99.0
1658682060000,98.0
1658692260000,99.0
1658704740000,98.0
1658734680000,99.0
1658761200000,98.0
1658800980000,97.0
1658826300000,98.0
1658859480000,97.0
1658866140000,97.0
1658876820000,99.0
1658881620000,98.0
1658882820000,97.0
1658913900000,97.0
1658915880000,96.0
1658926800000,95.0
1658929260000,97.0
1658940120000,98.0
1658944920000,97.0
1658953380000,97.0
1658963760000,99.0
1658969340000,96.0
1659001320000,98.0
1659008520000,93.0
1659014940000,98.0
1659018540000,97.0
1659027720000,98.0
1659032700000,97.0
1659039900000,97.0
1659052680000,97.0
1659055140000,99.0
1659087840000,93.0
1659104460000,98.0
1659126000000,99.0
1659130860000,96.0
1659137280000,96.0
1659139320000,98.0
1659169980000,95.0
1659181260000,99.0
1659184980000,96.0
1659191580000,97.0
1659203340000,97.0
1659222360000,96.0
1659229080000,96.0
1659240180000,82.0
1659281640000,97.0
1659291540000,97.0
1659301380000,99.0
1659311700000,99.0
1659314880000,99.0
1659341520000,98.0
1659342660000,94.0
1659366420000,97.0
1659381900000,99.0
1659384780000,95.0
1659393720000,98.0
1659396840000,99.0
1659398520000,99.0
1659403860000,96.0
1659431940000,97.0
1659448980000,99.0
1659452040000,99.0
1659459060000,97.0
1659459660000,98.0
1659463860000,96.0
1659469260000,96.0
1659475320000,99.0
1659479880000,99.0
1659481740000,99.0
1659483120000,95.0
1659496560000,97.0
1659541140000,97.0
1659555660000,95.0
1659565860000,98.0
1659569940000,99.0
1659576900000,99.0
1659602580000,99.0
1659622320000,96.0
1659625320000,96.0
1659641280000,98.0
1659655440000,98.0
1659661860000,98.0
1659695580000,98.0
1659701100000,96.0
1659709740000,99.0
1659711540000,98.0
1659716400000,99.0
1659725220000,95.0
1659733140000,99.0
1659736140000,95.0
1659743220000,94.0
1659747240000,99.0
1659749880000,100.0
1659751080000,99.0
1659759180000,95.0
1659787800000,98.0
1659790200000,98.0
1659808020000,97.0
1659812760000,96.0
1659822840000,95.0
1659827220000,100.0
1659831120000,97.0
1659834480000,100.0
1659838860000,98.0
1659841320000,98.0
1659846300000,98.0
1659849900000,99.0
1659853800000,98.0
1659858600000,95.0
1659864420000,96.0
1659866940000,98.0
1659873300000,96.0
1659887160000,99.0
1659891600000,99.0
1659898320000,97.0
1659901620000,99.0
1659904080000,88.0
1659912480000,96.0
1659918120000,100.0
1659925440000,97.0
1659930600000,97.0
1659935040000,99.0
1659938640000,95.0
1659946140000,96.0
1659949380000,98.0
1659959100000,96.0
1659963900000,96.0
1659968640000,96.0
1659977640000,99.0
1659979440000,99.0
1659989940000,98.0
1659993360000,99.0
1659996960000,97.0
1660000680000,98.0
1660003380000,99.0
1660009320000,98.0
1660034760000,97.0
1660047420000,96.0
1660051020000,97.0
1660057080000,98.0
1660065540000,99.0
1660066140000,97.0
1660081140000,99.0
1660086660000,98.0
1660089300000,99.0
1660093380000,97.0
1660124160000,99.0
1660129680000,99.0
1660145880000,98.0
1660150440000,98.0
1660155960000,95.0
1660179060000,100.0
1660179660000,100.0
1660184100000,97.0
1660186680000,98.0
1660190580000,98.0
1660194900000,100.0
1660197240000,98.0
1660201260000,98.0
1660204920000,97.0
1660207860000,94.0
1660222680000,99.0
1660225260000,99.0
1660239840000,99.0
1660250400000,95.0
1660261200000,99.0
1660265400000,99.0
1660271760000,94.0
1660307400000,95.0
1660315200000,98.0
1660328220000,96.0
1660331220000,97.0
1660340880000,99.0
1660346400000,98.0
1660354140000,98.0
1660377240000,99.0
1660390080000,97.0
1660400400000,99.0
1660404060000,99.0
1660411920000,94.0
1660422780000,95.0
1660425840000,98.0
1660432140000,99.0
1660436400000,100.0
1660455180000,96.0
1660475520000,96.0
1660481580000,99.0
1660488180000,97.0
1660505820000,99.0
1660519500000,96.0
1660521900000,99.0
1660561440000,98.0
1660576800000,97.0
1660581000000,98.0
1660588860000,98.0
1660597860000,99.0
1660603500000,99.0
1660610100000,97.0
1660657680000,97.0
1660668360000,95.0
1660669560000,98.0
1660681380000,99.0
1660686660000,98.0
1660691400000,97.0
1660697280000,98.0
1660711800000,96.0
1660751100000,98.0
1660770000000,99.0
1660777860000,99.0
1660780680000,96.0
1660798980000,99.0
1660819860000,96.0
1660825560000,97.0
1660832760000,97.0
1660846860000,98.0
1660855920000,95.0
1660867260000,99.0
1660885500000,98.0
1660896420000,96.0
1660909860000,97.0
1660927440000,98.0
1660950420000,99.0
1660952160000,98.0
1660954860000,98.0
1660973520000,97.0
1660996740000,95.0
1661017560000,99.0
1661035620000,99.0
1661037420000,98.0
1661038620000,99.0
1661063400000,99.0
1661097960000,99.0
1661102160000,98.0
1661124660000,95.0
1661126040000,97.0
1661141520000,98.0
1661175600000,97.0
1661185920000,95.0
1661193840000,97.0
1661203560000,96.0
1661215800000,99.0
1661227680000,98.0
1661247540000,98.0
1661261520000,90.0
1661271540000,99.0
1661281140000,97.0
1661285940000,95.0
1661291340000,97.0
1661302260000,99.0
1661318700000,99.0
1661353080000,98.0
1661376000000,98.0
1661378400000,99.0
1661382840000,98.0
1661385780000,98.0
1661402580000,97.0
1661436240000,98.0
1661470980000,98.0
1661499180000,98.0
1661509620000,97.0
1661523180000,98.0
1661533440000,95.0
1661553060000,93.0
1661556840000,97.0
1661560680000,96.0
1661568780000,98.0
1661590080000,96.0
1661607840000,98.0
1661614500000,97.0
1661622900000,98.0
1661626320000,99.0
1661628120000,97.0
1661636580000,97.0
1661643840000,99.0
1661645640000,98.0
1661659740000,98.0
1661680860000,97.0
1661687820000,97.0
1661692860000,97.0
1661703660000,99.0
1661705040000,97.0
1661711820000,96.0
1661725740000,100.0
1661728920000,98.0
1661733960000,97.0
1661753520000,99.0
1661776440000,100.0
1661788380000,97.0
1661796240000,98.0
1661816340000,97.0
1661854920000,96.0
1661881320000,98.0
1661897460000,99.0
1661901960000,99.0
1661906400000,98.0
1661939820000,76.0
1661951820000,97.0
1661976420000,99.0
1661988780000,97.0
1661995980000,96.0
1661997780000,98.0
1662028860000,99.0
1662037140000,99.0
1662063120000,99.0
1662070200000,98.0
1662077040000,95.0
1662079800000,100.0
1662093420000,95.0
1662131100000,95.0
1662152100000,99.0
1662162120000,99.0
1662165660000,100.0
1662187380000,97.0
1662233880000,96.0
1662238080000,96.0
1662242580000,99.0
1662248700000,94.0
1662250500000,98.0
1662283080000,96.0
1662291660000,97.0
1662295680000,98.0
1662303600000,98.0
1662309600000,97.0
1662322260000,99.0
1662330240000,99.0
1662338520000,100.0
1662352320000,100.0
1662369180000,98.0
1662377820000,99.0
1662382200000,98.0
1662391020000,97.0
1662392220000,99.0
1662401280000,98.0
1662404460000,99.0
1662412980000,97.0
1662416580000,96.0
1662418980000,94.0
1662430020000,98.0
1662452040000,99.0
1662476700000,97.0
1662493140000,98.0
1662501840000,93.0
1662508440000,98.0
1662550680000,97.0
1662562020000,95.0
1662568080000,99.0
1662580080000,99.0
1662596880000,97.0
1662620220000,98.0
1662655980000,96.0
1662665700000,99.0
1662685860000,99.0
1662699600000,95.0
1662733440000,99.0
1662746100000,99.0
1662751440000,95.0
1662763800000,95.0
1662765720000,99.0
